"AirQualityStation","Latitude","Longitude","concentration"
"STA.DE_DENW067","52.02315499999999","8.548362","24.3621510641543514"
"STA.DE_DENW131","51.506144","6.747014","24.3066666630000000"
"STA.DE_DESH057","54.34761","10.105600000000004","24.2852554710364964"
"STA.DE_DESN019","50.826001","12.542056","24.2370490585137085"
"STA.DE_DEMV026","54.32351400000001","13.342138000000002","24.2141178125431034"
"STA.DE_DENW008","51.536893","7.457409","24.1811434475051975"
"STA.DE_DEBY037","48.137252","11.564924","24.1066842244906743"
"STA.DE_DEBW220","48.741580000000006","9.31445","24.0911835713333333"
"STA.DE_DERP010","50.001026","8.261131000000002","24.0789304757794118"
"STA.DE_DESN091","50.720405","12.486621","24.0737322450887574"
"STA.DE_DESN017","50.91630000000001","13.346826","23.9763333320000000"
"STA.DE_DENW002","51.641377","7.331408999999999","23.9649143802397260"
"STA.DE_DESH015","53.924712","9.532635","23.9150618670359712"
"STA.DE_DEHB012","53.131717","8.735062","23.8422014354532374"
"STA.DE_DETH009","50.877923","12.0749","23.8325755994244604"
"STA.DE_DEHH068","53.59230099999999","10.053859","23.7662904588439306"
"STA.DE_DENW043","51.451176","7.030534","23.6424149624829932"
"STA.DE_DENI143","53.142836","8.212084","23.6346192242718447"
"STA.DE_DENW189","51.26068399999999","7.147378","23.6198375150960118"
"STA.DE_DEMV003","53.559784","13.266439999999998","23.6167288343041607"
"STA.DE_DEBB066","51.897598","14.057064","23.5576757493400287"
"STA.DE_DEBY006","48.364589","10.895029","23.5532647170674487"
"STA.DE_DEBW147","48.48933","9.21079","23.4957182280939227"
"STA.DE_DETH093","50.982185","11.321017","23.4821678556958393"
"STA.DE_DENW212","50.947268","6.957649","23.4762483072804054"
"STA.DE_DESH056","54.616669","9.363674","23.4680215174461980"
"STA.DE_DESN084","51.02629399999999","13.731608","23.4320375145021645"
"STA.DE_DENW179","51.44879699999999","7.582247000000001","23.2862216459278351"
"STA.DE_DENW260","51.953278","7.619377","23.2578590274889868"
"STA.DE_DEBY111","49.943637","11.570087999999998","23.2517220810596026"
"STA.DE_DEBY119","49.79052599999999","9.947654","23.2512191044117647"
"STA.DE_DENW062","50.75362899999999","7.082648000000001","23.2490354299803150"
"STA.DE_DEHE131","50.386426","8.059909","23.2319094066571019"
"STA.DE_DENW246","51.60846399999999","7.52295","23.2199999960000000"
"STA.DE_DEBY063","49.015245","12.101557","23.2149058443948127"
"STA.DE_DENW058","50.87617900000001","6.873818","23.2080034685416667"
"STA.DE_DESH023","53.835492","10.695936","23.1930795417613636"
"STA.DE_DENI067","52.2703","8.04147","23.1583160019172414"
"STA.DE_DENW022","51.53363999999999","7.101868","23.1266666613333333"
"STA.DE_DESN006","51.125","12.493056","23.1256666630000000"
"STA.DE_DEHE116","50.101494","8.784892","23.1166901996846847"
"STA.DE_DENW381","51.219577","6.704074000000001","23.0624263400000000"
"STA.DE_DERP041","49.478498","8.44385","23.0338821462446043"
"STA.DE_DENW094","50.754729000000005","6.093826","23.0001133988247423"
"STA.DE_DERP003","49.455508","8.425897","22.9931803864852941"
"STA.DE_DENW114","51.277613","7.231854","22.8266059569536424"
"STA.DE_DESH058","53.38233799999998","10.540524","22.8208149176470588"
"STA.DE_DEHE040","49.86945699999999","8.653745","22.7601861178909613"
"STA.DE_DENW034","51.52403","6.748363","22.7570162715913201"
"STA.DE_DEBE051","52.64416899999999","13.483079","22.7142037268866571"
"STA.DE_DESN001","50.570872","12.997278","22.7114741346408046"
"STA.DE_DEBE032","52.473192","13.225144000000002","22.6737733107747489"
"STA.DE_DEBE056","52.44769699999999","13.64705","22.6659770079166667"
"STA.DE_DEHE041","50.12458899999999","8.691911","22.6487198369153515"
"STA.DE_DENW095","51.936535","7.611583","22.6474743995221843"
"STA.DE_DETH020","50.979455","11.037924","22.6448131844476327"
"STA.DE_DEST092","51.867471","12.59827","22.6205593323310345"
"STA.DE_DENW059","50.889871","6.985074","22.5965686243137255"
"STA.DE_DEMV012","53.52045600000001","14.257407000000002","22.5565954054232425"
"STA.DE_DEBB063","52.99875","11.73846","22.5025824928263989"
"STA.DE_DESH008","54.09322999999999","10.240596","22.4812029159270073"
"STA.DE_DERP023","49.628771","8.364779","22.4306191084702550"
"STA.DE_DENW021","51.525955","6.97688","22.3953761431743119"
"STA.DE_DEBW098","49.49256","8.47204","22.3908839745165746"
"STA.DE_DEMV024","53.396348","12.463929000000002","22.3628981308321377"
"STA.DE_DEST050","51.496185","11.979055999999998","22.2850073525216138"
"STA.DE_DETH036","50.655861","12.205199","22.2819526016379310"
"STA.DE_DENI068","51.5302","9.928330000000004","22.2451323652682256"
"STA.DE_DEMV007","54.16155499999999","12.174105000000004","22.2123994216810345"
"STA.DE_DESN075","50.486138","12.138054","22.1816805119770774"
"STA.DE_DEHE059","50.550028","9.684853999999998","22.1799642905308465"
"STA.DE_DENI048","52.359478","9.7155","22.1648135251894563"
"STA.DE_DENW068","51.570675","8.148023","22.1486873675362319"
"STA.DE_DENW375","51.43314199999999","7.333622","22.1466666633333333"
"STA.DE_DENW254","51.467894","6.752342","22.1068965479310345"
"STA.DE_DEBW019","48.396836","9.979031","22.0713194947180193"
"STA.DE_DEBB048","52.93189","12.809481","22.0536585329842181"
"STA.DE_DEHH008","53.56414","9.967882","22.0502686987633588"
"STA.DE_DESN092","51.036105000000006","13.730205","22.0415201074757282"
"STA.DE_DEST090","51.321364","12.032141","22.0011910006195965"
"STA.DE_DEST103","52.12076","11.632669","22.0003056214080460"
"STA.DE_DENW040","51.385256","6.762973","21.9747183067781690"
"STA.DE_DEST029","51.803534","11.738962","21.8609857806618705"
"STA.DE_DEBW046","48.08988599999999","9.800325","21.8208211194222834"
"STA.DE_DEST091","51.84057599999999","12.244763999999998","21.8197846502453102"
"STA.DE_DERP046","50.431439","7.460718000000001","21.7919305196778917"
"STA.DE_DEHH081","53.529158","9.981598999999996","21.7851634725773196"
"STA.DE_DESL030","49.39950300000001","7.165574999999999","21.7617073136585366"
"STA.DE_DEBW015","49.165508","9.224786","21.7560925423966942"
"STA.DE_DEHE062","50.80716699999999","8.770508","21.7499680210329986"
"STA.DE_DENW081","51.862042","6.874469","21.7320197992475248"
"STA.DE_DETH117","50.993127","11.056578000000002","21.6157224282639885"
"STA.DE_DETH005","50.651182","11.368875","21.4673047016810345"
"STA.DE_DEBW052","47.664361","9.169289","21.4029560721212121"
"STA.DE_DEHE049","51.31207599999999","9.49112","21.3943696636298422"
"STA.DE_DENW029","51.40300699999999","7.208546","21.3914435112133891"
"STA.DE_DENW071","51.249214","6.732353000000001","21.3653999963800000"
"STA.DE_DEHE030","50.804258","8.769324","21.3479145229855072"
"STA.DE_DENW042","51.337669000000005","6.640242000000001","21.3106034447413793"
"STA.DE_DENW206","51.17615","7.08406","21.2783645294088670"
"STA.DE_DENI029","53.362350000000006","7.207260000000001","21.2265595161038961"
"STA.DE_DENW064","50.653234","6.281007999999999","21.1931527464969450"
"STA.DE_DENW006","51.592208","7.569761","21.1909174281880734"
"STA.DE_DEST028","51.05455799999999","12.141322","21.1808866827351664"
"STA.DE_DENI071","51.61364999999999","10.42275","21.1758817966666667"
"STA.DE_DEHB005","53.562455","8.569405000000001","21.1526734071676301"
"STA.DE_DESN079","51.285356","14.749731","21.1328418828987517"
"STA.DE_DEHE008","50.12533199999999","8.746343","21.1207208956718529"
"STA.DE_DENW096","51.154607","6.42561","21.0966666623333333"
"STA.DE_DEBY093","49.48798299999999","11.786341","21.0147858204090909"
"STA.DE_DEHE020","50.567185","8.500619","20.9700644783748170"
"STA.DE_DENW078","51.303394","6.819886999999999","20.9578260835990338"
"STA.DE_DEST066","51.870852","12.663663","20.9014745593515850"
"STA.DE_DEBY118","48.573629","13.422039","20.8894542547202296"
"STA.DE_DETH011","50.98775799999999","12.437621","20.8761872961773256"
"STA.DE_DEST015","51.651166","12.302866","20.8315392867246377"
"STA.DE_DEBB065","52.194225","12.561389","20.7665710154232425"
"STA.DE_DENI053","52.99796","7.942570000000001","20.7297293542528736"
"STA.DE_DEHB002","53.060045","8.916966","20.7073913011159420"
"STA.DE_DEBW033","48.88903899999999","8.665536","20.6988920785537190"
"STA.DE_DEBY033","48.539801","12.157051","20.6900524880588235"
"STA.DE_DEBY028","48.90951799999999","11.879245","20.6749703620373027"
"STA.DE_DETH013","50.978292","10.317236","20.6201380106178161"
"STA.DE_DEBW005","49.544078","8.465281","20.6056784963070539"
"STA.DE_DENW079","51.028931","7.004976","20.4472599502107728"
"STA.DE_DEBW013","48.8088","9.229745","20.4284129136639118"
"STA.DE_DEBY001","49.304889","10.572297","20.4076878832424677"
"STA.DE_DENI075","52.26673","10.54055","20.3727331618992806"
"STA.DE_DETH041","50.93351299999999","11.597062","20.3101030067625899"
"STA.DE_DESN104","50.85518999999999","12.959368","20.2903333300000000"
"STA.DE_DERP020","49.754231","6.646718","20.2627179872357724"
"STA.DE_DEHE005","50.10175","8.542517","20.2477331085572843"
"STA.DE_DETH095","51.207944000000005","10.450997","20.2402834164316547"
"STA.DE_DEBY007","48.37657600000001","10.88837","20.2261137904022989"
"STA.DE_DERP009","49.99501599999999","8.273979","20.2143041066061453"
"STA.DE_DEBW042","48.678069","9.227769","20.1972489644566713"
"STA.DE_DERP001","49.51495899999999","8.402331","20.1848503731911765"
"STA.DE_DERP047","49.78402299999998","6.690258000000001","20.1166666658333333"
"STA.DE_DENW080","51.183782","7.052573000000001","20.1089944413148148"
"STA.DE_DEST044","51.896982","11.057442","20.0885007653890490"
"STA.DE_DENI157","52.427886","10.793683","20.0756799838129496"
"STA.DE_DEHB001","53.077151","8.81578","20.0647976844219653"
"STA.DE_DENW245","50.764819","6.232592","20.0633333286666667"
"STA.DE_DEBW080","49.00795999999998","8.38719","20.0630903218707015"
"STA.DE_DEST077","52.127899","11.611464","20.0496934165512266"
"STA.DE_DESL020","49.23073999999999","7.003174","20.0315351470875179"
"STA.DE_DEBW107","48.50770299999999","9.051178","20.0157011455310345"
"STA.DE_DENI043","52.49855","7.31747","19.9635988455683453"
"STA.DE_DEHB004","53.180946","8.625456","19.9615948240086207"
"STA.DE_DETH061","50.79161599999998","11.661233","19.9533223180763583"
"STA.DE_DEHE037","50.07719099999999","8.230316","19.9303825478217822"
"STA.DE_DEHE063","49.64323799999999","8.642","19.8887306169115442"
"STA.DE_DEBY188","49.32273","11.02792","19.8710820344598765"
"STA.DE_DEHE056","50.110829","8.683638","19.8179999940000000"
"STA.DE_DETH018","51.49719499999999","10.791404","19.8034556520977011"
"STA.DE_DEBW125","49.003710000000005","8.52628","19.7824074053333333"
"STA.DE_DESN074","50.659097","13.465078","19.7544748486094675"
"STA.DE_DESN051","51.119514","13.675005","19.7504116790542420"
"STA.DE_DEBY056","49.47221","10.984705","19.6912457507805596"
"STA.DE_DEBW022","48.57817799999999","7.802317000000001","19.5856690436523126"
"STA.DE_DEBY099","48.32601300000001","10.903051","19.5837614300758725"
"STA.DE_DEHE112","50.072119","8.228865","19.5645672171018651"
"STA.DE_DEBW029","48.847917","10.096292","19.5626816540027510"
"STA.DE_DEHE032","50.97002399999999","9.80026","19.5283505030416069"
"STA.DE_DEBY012","48.17717499999999","12.829314","19.4708799249928264"
"STA.DE_DEBW027","48.48888699999999","9.20732","19.4532445636088154"
"STA.DE_DERP045","50.359373","7.592242","19.4504890111970803"
"STA.DE_DEHE018","50.010325","8.451527","19.4469796880177515"
"STA.DE_DEHE001","49.872303","8.664619","19.3689412832248939"
"STA.DE_DEBY089","48.173194","11.648036","19.3284690147489240"
"STA.DE_DEHB010","53.150065","8.71137","19.3000000000000000"
"STA.DE_DEST011","51.83938199999999","10.790143","19.2971256657308249"
"STA.DE_DERP021","50.42468499999999","7.481378000000001","19.2945717881132075"
"STA.DE_DERP007","50.01755","8.216803","19.2634451110730949"
"STA.DE_DEBW004","49.07655","8.40666","19.2457679524793388"
"STA.DE_DEBY032","50.103135","11.442591000000002","19.2089625050380518"
"STA.DE_DEHE013","51.314248000000006","9.483397","19.2002352752333805"
"STA.DE_DESN024","50.35478299999999","12.468739","19.1851089803534610"
"STA.DE_DEBW081","49.028594000000005","8.355628","19.1744667631310345"
"STA.DE_DEBY121","47.648459","12.188324","19.1394204529185868"
"STA.DE_DEBY052","48.39707899999999","10.008293000000002","19.1324826372661871"
"STA.DE_DEHE134","50.546384","9.680167","19.0588869421695402"
"STA.DE_DEBY088","48.021657","12.538174","19.0450474819368723"
"STA.DE_DEBY039","48.154534000000005","11.554669","19.0360296402442529"
"STA.DE_DERP025","49.05228399999999","8.253538","19.0031996261823802"
"STA.DE_DENI028","51.50758","10.23854","18.9975006535059172"
"STA.DE_DEBW073","47.81901899999998","7.567969000000001","18.9852516651867220"
"STA.DE_DESN076","51.303772","13.009405999999998","18.9819114251000000"
"STA.DE_DEBY021","48.769444","11.428766","18.9721013165229885"
"STA.DE_DENI031","53.59617","8.09059","18.9462156639332366"
"STA.DE_DESN093","50.608136","12.211112","18.9097476160476190"
"STA.DE_DERP019","49.44599999999999","7.7673","18.8999187271846154"
"STA.DE_DENI016","51.90158","10.48132","18.8733664569770774"
"STA.DE_DEHE135","50.075464","8.576305","18.8687293714921090"
"STA.DE_DESN049","50.431322","12.611125","18.8647554233429812"
"STA.DE_DENI063","53.52418","9.68503","18.7818014311191860"
"STA.DE_DEBW038","47.66005599999999","9.485675","18.7796253009641873"
"STA.DE_DEBW010","49.300731","8.700103000000002","18.5894328626997245"
"STA.DE_DENI038","52.25533999999999","8.05286","18.5837946869164265"
"STA.DE_DENI062","53.24696","10.4565","18.5789241351474926"
"STA.DE_DEBW059","49.63484100000001","9.657919","18.5621978972689655"
"STA.DE_DEBW024","48.899233","9.172792","18.5229159144765840"
"STA.DE_DEHE022","50.05034299999999","8.244949","18.4976062647666195"
"STA.DE_DENI052","52.82943","9.62295","18.4914256948265896"
"STA.DE_DEBW112","48.645608","8.904442","18.4831230154470426"
"STA.DE_DESN059","51.31790500000001","12.297411","18.4595052131147541"
"STA.DE_DEHE053","50.09545299999999","8.603379","18.4529999990000000"
"STA.DE_DEHE095","50.575364","8.492018","18.4486666633333333"
"STA.DE_DENW065","50.930329","8.191907","18.4312112329662921"
"STA.DE_DEUB001","54.924967","8.308208","18.4195297466987620"
"STA.DE_DENI058","53.715300000000006","7.213980000000001","18.3854008450288184"
"STA.DE_DENI054","52.36292000000001","9.706120000000002","18.3659134486187050"
"STA.DE_DEST104","51.83730599999999","11.891412","18.3241380873819742"
"STA.DE_DERP022","49.84122099999999","7.866222","18.3166666641666667"
"STA.DE_DEUB028","54.436985","12.721938","18.3064231841843972"
"STA.DE_DERP011","50.00986999999999","8.2658","18.2733333326666667"
"STA.DE_DEST105","52.60205599999999","11.850274","18.2617058238945827"
"STA.DE_DEST002","52.268354","11.864763","18.2042797767267684"
"STA.DE_DENI070","52.15368999999999","10.45591","18.1391747618876081"
"STA.DE_DEBW009","49.419528","8.6767","18.0946932965474553"
"STA.DE_DESL012","49.233464","6.987601","18.0343597087194245"
"STA.DE_DERP053","49.35112399999999","8.423","18.0133333300000000"
"STA.DE_DESL013","49.322646000000006","6.753639","18.0008895229411765"
"STA.DE_DEST106","51.456071","11.091078","17.9077554291823899"
"STA.DE_DESL003","49.357861","6.73354","17.8905308428263989"
"STA.DE_DEBW039","48.048656","8.463597","17.7988945491034483"
"STA.DE_DEHE046","51.430897","8.928171","17.7755903679739508"
"STA.DE_DENI041","52.17017","9.06255","17.7418462320373027"
"STA.DE_DERP060","49.191996","7.614573000000001","17.6889338449120235"
"STA.DE_DEBY035","47.55747299999999","9.688869","17.6291006489096126"
"STA.DE_DEHE054","50.13041199999999","8.926329","17.6289999970000000"
"STA.DE_DEBY077","49.80469499999999","9.95642","17.5590605068534483"
"STA.DE_DEHE044","50.383217","8.060998","17.5549826198278336"
"STA.DE_DEHE057","50.577931","8.495097","17.4409999930000000"
"STA.DE_DENI060","52.95702","11.16705","17.4271054381378299"
"STA.DE_DEHE042","50.532965","8.684397","17.1089999970000000"
"STA.DE_DENI059","53.83017","8.80122","17.0253088557657658"
"STA.DE_DETH072","50.61153","10.693092","16.9395111081007194"
"STA.DE_DEUB030","53.141303","13.031662","16.9234435826381215"
"STA.DE_DENI042","51.55107000000001","9.94976","16.8499361046965318"
"STA.DE_DEBW076","48.77307199999999","8.220214","16.8379133986382393"
"STA.DE_DENI011","52.22693999999999","10.473639999999998","16.7956806722865412"
"STA.DE_DEBW156","48.22915","8.39062","16.7870370336666667"
"STA.DE_DEUB005","52.80077299999999","10.756733","16.7770700268195266"
"STA.DE_DEHE045","49.67250700000001","9.001981","16.7427362503586801"
"STA.DE_DEHE011","50.13577","8.92157","16.7293317828550933"
"STA.DE_DEBW122","47.98819999999999","7.85992","16.6524084297091413"
"STA.DE_DERP013","49.42311600000001","7.293543","16.6498006520938628"
"STA.DE_DESL010","49.244247","6.948776","16.5096700110473458"
"STA.DE_DEBY009","49.89833","10.887686","16.4938048781205165"
"STA.DE_DEST098","51.662435","11.043386","16.4844640705788712"
"STA.DE_DENI020","52.44081","10.816380000000002","16.3434793092441860"
"STA.DE_DEBY109","47.96875299999999","11.220172","16.3159553455236729"
"STA.DE_DEUB029","50.65406600000001","10.769534","16.2597948549005682"
"STA.DE_DEBW084","48.001511","7.832122","16.2143175959806630"
"STA.DE_DESL019","49.416884","6.552037000000001","16.1989208598992806"
"STA.DE_DEBW087","48.345778","9.207639","16.1292673630482759"
"STA.DE_DERP044","50.699438","7.375279000000001","16.0866666633333333"
"STA.DE_DESL017","49.254344","6.867744","15.9960545157388809"
"STA.DE_DENI051","51.75816","10.612479999999998","15.8638351770878274"
"STA.DE_DERP043","50.275108","7.652115000000001","15.7862068934482759"
"STA.DE_DEST089","52.593136","11.172327","15.6517278274709302"
"STA.DE_DEBY072","49.438464","12.548868999999998","15.5638019669010043"
"STA.DE_DEHE060","51.15484300000001","9.031754","15.3510317090071942"
"STA.DE_DEHE024","51.291757","9.774588","15.2435688953515065"
"STA.DE_DEHE050","51.360755","9.271233","15.1686180215781923"
"STA.DE_DENI077","51.70884","9.554620000000002","15.1464297590000000"
"STA.DE_DETH027","50.49995499999999","11.134593","14.9200780674566474"
"STA.DE_DETH042","51.333333","10.867188","14.8045449722126437"
"STA.DE_DESL006","49.18361","6.744856","14.7521520765423242"
"STA.DE_DETH026","50.56175399999999","10.375299000000002","14.6031283273850575"
"STA.DE_DEHE051","50.497711","9.935862","14.0695508165942029"
"STA.DE_DERP015","50.26654699999999","6.378081","14.0030599580414013"
"STA.DE_DERP016","50.76681500000001","7.973542","13.9081974295802099"
"STA.DE_DEHE043","49.825165","8.516798","13.8099945296599691"
"STA.DE_DERP014","49.740897","7.193410999999999","13.7574762294290375"
"STA.DE_DEUB004","47.91325599999999","7.908035","13.5347802474755700"
"STA.DE_DEHE028","49.653465","8.817251","13.1950009585380117"
"STA.DE_DEHE052","50.221941","8.446079","13.0746201616742770"
"STA.DE_DEBW023","47.588152","7.633270999999999","12.9999369413674033"
"STA.DE_DERP017","49.27026300000001","7.826407000000001","12.9054408190370370"
"STA.DE_DEBY122","47.51801300000001","10.404232","12.9010153677512777"
"STA.DE_DEBW031","47.80989199999999","7.764528000000001","12.8600421241029207"
"STA.DE_DEHE150","50.11345299999999","8.594496","10.2654104093283582"
"STA.DE_DEUB044","47.414436","10.980657","5.2257395710000000"
